0.9407463	0.887049	0.791375	0.9558963	0.928472	0.9103577	0.9894183	0.9774954	0.8904715	0.9893848	0.8928826	0.9250474	0.9014512	0.8864911	0.9743636
0.8682773	0.9525708	0.8818038	0.9195229	0.9884589	0.8446715	0.8292327	0.9983264	0.9067141	0.9183641	0.7278424	0.9612736	0.9779059	0.8848145	0.9904996
0.9922408	0.8261696	0.8710682	0.9852612	0.9471434	0.9080544	0.8673477	0.898477	0.8892337	0.964085	0.9080552	0.9370775	0.9836026	0.9825876	0.96193
0.8569366	0.9118736	0.9135342	0.9584221	0.9202933	0.9279128	0.9942706	0.9491814	0.9876854	0.7690591	0.9249729	0.9787914	0.972658	0.9533144	0.841523
0.8488558	0.9801643	0.9911492	0.9497532	0.8581047	0.9094464	0.9225431	0.8463133	0.9184083	0.8059446	0.9041242	0.9652299	0.9458004	0.8815122	0.9914802
0.825298	0.8459396	0	0	0	0	0	0	0	0	0	0	0	0.9986646	0.97075
0.8908749	0.9265597	0	0	0	0	0	0	0	0	0	0	0	0.8707611	0.8880042
0.8873995	0.9789871	0	0	0	0	0	0	0	0	0	0	0	0.9841056	0.9554167
0.914403	0.9726892	0	0	0	0.749471	0.9021042	0.9549851	0.861082	0.9782882	0	0	0	0.9267415	0.9798217
0.8786578	0.9356558	0	0	0	0.9610159	0.9127133	0.8960988	0.919091	0.988652	0	0	0	0.9531742	0.9069913
0.951154	0.9335343	0	0	0	0.8686493	0.8562822	0.950102	0.9725656	0.7826005	0	0	0	0.937362	0.7815355
0.9747478	0.9498577	0	0	0	0.8202748	0.8327408	0.9321869	0.9591056	0.9074879	0	0	0	0.980067	0.8069809
0.9699886	0.962385	0	0	0	0.9498071	0.9862756	0.9891115	0.999579	0.7510003	0	0	0	0.9884508	0.8945891
0.822237	0.9410951	0	0	0	0.8465143	0.9492555	0.9688927	0.9672724	0.8900802	0	0	0	0.883121	0.989974
0.9345655	0.9514932	0	0	0	0.9875015	0.968787	0.8665358	0.9268013	0.943161	0	0	0	0.7895027	0.881416
0.9720348	0.9590168	0	0	0	0.9691837	0.9327904	0.9527263	0.9173405	0.9456813	0	0	0	0.8436711	0.9736867
0.9525726	0.914465	0	0	0	0.927397	0.9991676	0.9511367	0.9652634	0.9159699	0	0	0	0.9328704	0.9888484
0.8369348	0.989451	0	0	0	0	0	0	0	0	0	0	0	0.9949358	0.8699474
0.985931	0.8583466	0	0	0	0	0	0	0	0	0	0	0	0.9608813	0.9926645
0.979875	0.9267769	0	0	0	0	0	0	0	0	0	0	0	0.9058912	0.905885
0.9123833	0.998812	0.9956836	0.8188634	0.9495025	0.8446185	0.9602611	0.943688	0.9700247	0.9465485	0.916423	0.9790409	0.969763	0.7866768	0.9642314
0.868483	0.9916622	0.9941776	0.8932888	0.9545532	0.8319358	0.9038678	0.9462577	0.9956774	0.9959695	0.9688188	0.9521668	0.997196	0.9106716	0.8984043
0.9516944	0.9852392	0.9530978	0.9159438	0.8833166	0.9981106	0.9869514	0.9900167	0.957555	0.9079033	0.9850993	0.8996128	0.9761297	0.9423216	0.9294811
0.9355341	0.7959405	0.947824	0.9522782	0.996458	0.9042163	0.87489	0.836741	0.9653012	0.968142	0.8369006	0.982636	0.858038	0.938512	0.9143085
0.8634696	0.9412814	0.9912312	0.9776003	0.9165974	0.9885454	0.9888005	0.9347254	0.8666566	0.97009	0.9666688	0.9529762	0.8960729	0.9623307	0.9160227
